user_id,session_id,typing_speed_deviation,pasted_char_ratio,first_action_deviation,amount_deviation,label
app_0427,app_s002350,-0.393,0.2062,0.0,-0.0938,0
app_0285,app_s002351,-1.008,0.4035,0.0,-0.2284,0
app_0210,app_s002352,-0.2722,0.0287,1.0,-0.04,0
app_0175,app_s002353,-2.6972,0.144,0.0,-0.4113,0
app_0198,app_s002354,-0.7784,0.4837,0.0,0.5934,0
app_0430,app_s002355,-0.0353,0.3945,0.0,0.3884,0
app_0153,app_s002356,-0.8061,0.1218,0.0,-0.3204,0
app_0086,app_s002357,0.9593,0.0714,0.0,-0.4091,0
app_0321,app_s002358,-0.6896,0.0165,0.0,-0.4764,0
app_0137,app_s002359,1.9581,0.1421,0.0,-0.3319,0
app_0403,app_s002360,0.9305,0.0593,0.0,0.4812,0
app_0275,app_s002361,0.7538,0.0164,0.0,0.0264,0
app_0185,app_s002362,0.6129,0.0201,0.0,-0.3318,0
app_0018,app_s002363,-1.4966,0.0171,0.0,0.9045,0
app_0297,app_s002364,0.0365,0.4028,0.0,0.0292,0
app_0164,app_s002365,0.52,0.0004,0.0,-0.0874,0
app_0044,app_s002366,0.0162,0.5814,0.0,1.3203,0
app_0328,app_s002367,-1.1685,0.616,0.0,-0.2241,0
app_0430,app_s002368,0.5943,0.0357,0.0,0.6913,0
app_0172,app_s002369,-1.0194,0.5417,1.0,-0.2718,0
app_0029,app_s002370,0.2456,0.0693,0.0,-0.3891,0
app_0185,app_s002371,0.3223,0.172,0.0,-0.4121,0
app_0317,app_s002372,-0.1077,0.0419,0.0,-0.4355,0
app_0253,app_s002373,0.1364,0.0062,0.0,0.0732,0
app_0397,app_s002374,27.9178,0.5689,1.0,3.7294,1
app_0239,app_s002375,0.6914,0.0181,0.0,-0.2488,0
app_0152,app_s002376,-1.4568,0.6369,0.0,-0.3648,0
app_0425,app_s002377,0.2553,0.0039,0.0,-0.3042,0
app_0206,app_s002378,0.3437,0.4466,0.0,0.8329,0
app_0311,app_s002379,-0.4439,0.7284,0.0,-0.3239,0
app_0377,app_s002380,0.1172,0.0343,0.0,-0.1563,0
app_0259,app_s002381,0.8591,0.027,0.0,1.3096,0
app_0325,app_s002382,-0.6057,0.44,1.0,-0.3762,0
app_0251,app_s002383,1.2489,0.0641,0.0,-0.4284,0
app_0023,app_s002384,1.6128,0.6389,0.0,-0.2995,0
app_0360,app_s002385,1.3759,0.6159,0.0,-0.4291,0
app_0212,app_s002386,0.8724,0.0384,0.0,-0.4562,0
app_0274,app_s002387,-0.9778,0.4112,0.0,-0.4204,0
app_0303,app_s002388,-0.4749,0.2489,0.0,0.4479,0
app_0284,app_s002389,-0.0752,0.2769,0.0,0.23,0
app_0160,app_s002390,0.0723,0.0397,0.0,-0.3519,0
app_0433,app_s002391,-0.7411,0.1439,0.0,0.1295,0
app_0210,app_s002392,0.75,0.0339,0.0,-0.1738,0
app_0345,app_s002393,0.2407,0.6738,0.0,-0.3121,0
app_0073,app_s002394,-0.4418,0.0432,0.0,-0.4299,0
app_0009,app_s002395,-1.1027,0.299,0.0,-0.1739,0
app_0127,app_s002396,0.8926,0.0505,0.0,-0.4679,0
app_0370,app_s002397,1.0782,0.3557,0.0,-0.1054,0
app_0136,app_s002398,0.0915,0.0161,0.0,-0.144,0
app_0113,app_s002399,0.4758,0.1809,0.0,1.98,0
app_0107,app_s002400,-10.0962,0.0171,1.0,0.8941,1
app_0443,app_s002401,0.2317,0.384,0.0,-0.2957,0
app_0130,app_s002402,0.4442,0.0603,0.0,1.0777,0
app_0225,app_s002403,0.1637,0.0756,0.0,0.1728,0
app_0359,app_s002404,-0.1826,0.44,0.0,0.2209,0
app_0407,app_s002405,-0.7468,0.0736,0.0,-0.092,0
app_0083,app_s002406,0.1713,0.0188,1.0,0.6776,0
app_0063,app_s002407,0.0885,0.2039,0.0,-0.3424,0
app_0318,app_s002408,1.0212,0.4676,0.0,-0.3633,0
app_0007,app_s002409,-0.3108,0.8173,0.0,-0.3556,0
app_0449,app_s002410,0.6678,0.2111,0.0,-0.1425,0
app_0065,app_s002411,-1.8321,0.0465,0.0,-0.0931,0
app_0244,app_s002412,0.6206,0.1128,0.0,-0.2761,0
app_0298,app_s002413,0.2152,0.037,0.0,-0.4288,0
app_0133,app_s002414,0.2178,0.6512,0.0,-0.4424,0
app_0088,app_s002415,-0.2777,0.0307,0.0,-0.404,0
app_0210,app_s002416,0.3022,0.0348,0.0,-0.4078,0
app_0254,app_s002417,0.1292,0.0468,1.0,4.3056,0
app_0055,app_s002418,0.8553,0.0008,0.0,-0.2619,0
app_0315,app_s002419,-13.5995,0.6855,1.0,7.0247,1
app_0118,app_s002420,-0.1588,0.0359,0.0,-0.4307,0
app_0102,app_s002421,-0.5935,0.4756,0.0,-0.4767,0
app_0435,app_s002422,0.5118,0.2079,0.0,-0.4168,0
app_0150,app_s002423,-0.8576,0.0847,0.0,-0.4758,0
app_0308,app_s002424,0.2258,0.0447,0.0,-0.0577,0
app_0380,app_s002425,-0.5943,0.1122,0.0,5.1412,0
app_0260,app_s002426,-0.0221,0.086,0.0,0.4577,0
app_0397,app_s002427,-0.3411,0.5192,0.0,-0.3409,0
app_0102,app_s002428,1.8579,0.2831,0.0,2.7956,0
app_0058,app_s002429,0.118,0.47,0.0,-0.4554,0
app_0144,app_s002430,0.5476,0.2356,0.0,2.6686,0
app_0039,app_s002431,0.7699,0.0435,0.0,-0.2716,0
app_0172,app_s002432,-0.3627,0.1233,0.0,-0.192,0
app_0173,app_s002433,-1.8117,0.0828,0.0,-0.3916,0
app_0133,app_s002434,0.6493,0.4469,0.0,-0.4714,0
app_0230,app_s002435,1.1992,0.5897,0.0,-0.3004,0
app_0436,app_s002436,2.1442,0.0412,0.0,-0.4701,0
app_0246,app_s002437,0.2398,0.0445,0.0,-0.1883,0
app_0417,app_s002438,0.9601,0.0025,0.0,0.2519,0
app_0306,app_s002439,0.5932,0.0874,0.0,-0.44,0
app_0121,app_s002440,-0.6671,0.3756,0.0,-0.3005,0
app_0082,app_s002441,0.7637,0.0617,0.0,-0.3389,0
app_0354,app_s002442,-0.3633,0.1124,0.0,-0.4528,0
app_0005,app_s002443,-0.6174,0.1038,0.0,-0.178,0
app_0220,app_s002444,1.0315,0.6455,0.0,-0.351,0
app_0260,app_s002445,0.6211,0.0266,0.0,0.1774,0
app_0083,app_s002446,0.9716,0.3669,0.0,1.8667,0
app_0225,app_s002447,0.085,0.3013,0.0,0.2735,0
app_0209,app_s002448,-1.5988,0.0453,0.0,-0.4526,0
app_0095,app_s002449,0.7153,0.0495,0.0,-0.3704,0
app_0170,app_s002450,-0.9525,0.008,0.0,-0.3001,0
app_0236,app_s002451,0.4212,0.0393,0.0,0.1814,0
app_0308,app_s002452,0.7667,0.1642,0.0,-0.1119,0
app_0106,app_s002453,0.2438,0.58,0.0,2.239,0
app_0225,app_s002454,-0.0839,0.0022,0.0,-0.1871,0
app_0281,app_s002455,0.7112,0.0673,1.0,-0.3634,0
app_0312,app_s002456,0.7585,0.0131,0.0,-0.4509,0
app_0353,app_s002457,0.1018,0.083,0.0,-0.447,0
app_0160,app_s002458,-0.4754,0.0042,0.0,-0.2814,0
app_0135,app_s002459,-4.6023,0.6945,1.0,3.8947,1
app_0297,app_s002460,-4.5272,0.7969,1.0,2.9921,1
app_0035,app_s002461,0.1915,0.514,0.0,0.5534,0
app_0236,app_s002462,-0.0328,0.0089,0.0,-0.3775,0
app_0272,app_s002463,0.1649,0.0109,0.0,-0.0611,0
app_0441,app_s002464,-1.1447,0.023,0.0,0.2119,0
app_0372,app_s002465,-0.548,0.7972,0.0,-0.269,0
app_0412,app_s002466,-0.767,0.6263,0.0,-0.4192,0
app_0320,app_s002467,1.0566,0.7622,0.0,-0.2885,0
app_0431,app_s002468,-2.9435,0.1203,0.0,-0.2788,0
app_0297,app_s002469,1.1312,0.4514,1.0,-0.0679,0
app_0118,app_s002470,0.8634,0.0525,0.0,-0.4543,0
app_0209,app_s002471,-1.1746,0.0641,0.0,-0.3359,0
app_0380,app_s002472,-0.1121,0.0668,0.0,-0.37,0
app_0224,app_s002473,1.204,0.0671,0.0,-0.3032,0
app_0221,app_s002474,0.5194,0.0044,0.0,0.1463,0
app_0274,app_s002475,1.1596,0.0222,0.0,-0.4767,0
app_0423,app_s002476,-2.124,0.1993,0.0,-0.2503,0
app_0375,app_s002477,-0.0393,0.5145,1.0,4.1208,0
app_0131,app_s002478,0.7198,0.0406,0.0,-0.2998,0
app_0280,app_s002479,0.9061,0.4572,0.0,-0.2129,0
app_0254,app_s002480,-0.506,0.0204,0.0,-0.4092,0
app_0318,app_s002481,0.0013,0.6476,0.0,-0.3279,0
app_0080,app_s002482,12.402,0.8589,1.0,4.5033,1
app_0133,app_s002483,-0.2872,0.0163,0.0,0.1333,0
app_0351,app_s002484,-2.1196,0.1174,0.0,0.3647,0
app_0026,app_s002485,0.5102,0.4692,0.0,0.0648,0
app_0167,app_s002486,-0.1852,0.358,0.0,-0.3365,0
app_0282,app_s002487,0.0747,0.1721,0.0,-0.4267,0
app_0443,app_s002488,0.2955,0.094,0.0,-0.1891,0
app_0088,app_s002489,-1.8095,0.5822,0.0,-0.4742,0
app_0322,app_s002490,1.2979,0.1046,0.0,-0.4462,0
app_0154,app_s002491,2.1347,0.3258,0.0,-0.4341,0
app_0192,app_s002492,1.2409,0.3456,0.0,-0.1378,0
app_0009,app_s002493,-1.8704,0.129,0.0,-0.2893,0
app_0127,app_s002494,0.5238,0.0304,0.0,-0.3775,0
app_0448,app_s002495,-0.1192,0.0355,0.0,1.3023,0
app_0241,app_s002496,1.183,0.0222,0.0,-0.4001,0
app_0079,app_s002497,1.0482,0.0139,0.0,-0.4045,0
app_0170,app_s002498,0.0555,0.005,0.0,-0.2367,0
app_0277,app_s002499,-0.3647,0.5981,0.0,-0.1741,0
app_0124,app_s002500,-0.1112,0.5303,0.0,-0.2356,0
app_0304,app_s002501,-0.989,0.0238,0.0,0.1525,0
app_0067,app_s002502,-0.4297,0.0286,0.0,-0.0048,0
app_0376,app_s002503,0.4625,0.5101,0.0,0.0228,0
app_0013,app_s002504,-1.0849,0.0967,0.0,-0.4562,0
app_0161,app_s002505,0.7143,0.0018,0.0,-0.0777,0
app_0236,app_s002506,-1.2672,0.0023,0.0,-0.1642,0
app_0411,app_s002507,-0.6356,0.0232,0.0,-0.1776,0
app_0306,app_s002508,-0.8112,0.4241,0.0,-0.321,0
app_0446,app_s002509,0.719,0.0287,0.0,-0.4415,0
app_0274,app_s002510,-0.0137,0.3009,0.0,-0.4707,0
app_0442,app_s002511,0.6312,0.0271,0.0,-0.4122,0
app_0395,app_s002512,0.7138,0.2358,0.0,-0.1308,0
app_0401,app_s002513,1.1506,0.3631,0.0,-0.3785,0
app_0377,app_s002514,-0.565,0.2482,0.0,-0.2662,0
app_0365,app_s002515,1.6141,0.3879,0.0,-0.3672,0
app_0077,app_s002516,0.971,0.0955,0.0,-0.4403,0
app_0363,app_s002517,0.5453,0.169,0.0,-0.3113,0
app_0276,app_s002518,-1.2778,0.0096,0.0,-0.134,0
app_0331,app_s002519,-0.8838,0.0725,0.0,-0.3874,0
app_0071,app_s002520,0.7401,0.279,0.0,-0.2727,0
app_0335,app_s002521,-4.0064,0.697,1.0,1.5358,1
app_0165,app_s002522,0.2859,0.1885,0.0,-0.0923,0
app_0296,app_s002523,-1.3211,0.6727,0.0,0.1559,0
app_0093,app_s002524,-1.3522,0.0414,1.0,0.0648,0
app_0008,app_s002525,0.4833,0.0082,0.0,-0.0909,0
app_0376,app_s002526,0.5086,0.0002,0.0,0.2135,0
app_0209,app_s002527,0.1197,0.3231,0.0,0.1922,0
app_0049,app_s002528,-10.5274,0.5556,1.0,1.344,1
app_0038,app_s002529,0.4045,0.0437,1.0,-0.429,0
app_0084,app_s002530,0.372,0.0157,0.0,-0.4105,0
app_0308,app_s002531,1.2779,0.2324,0.0,-0.4607,0
app_0270,app_s002532,1.2938,0.433,0.0,-0.0161,0
app_0203,app_s002533,-11.2055,0.4904,1.0,3.7757,1
app_0442,app_s002534,0.7718,0.061,0.0,0.3418,0
app_0438,app_s002535,0.2706,0.0888,0.0,-0.2232,0
app_0316,app_s002536,0.2868,0.0081,0.0,1.7801,0
app_0170,app_s002537,0.6804,0.0642,0.0,-0.4319,0
app_0274,app_s002538,-1.2324,0.5146,0.0,-0.1014,0
app_0138,app_s002539,0.7421,0.0296,0.0,-0.3436,0
app_0263,app_s002540,0.6907,0.0542,0.0,-0.2925,0
app_0430,app_s002541,1.1209,0.6483,1.0,-0.0749,0
app_0439,app_s002542,-0.4727,0.0225,0.0,-0.1726,0
app_0173,app_s002543,-0.5637,0.0017,0.0,-0.3383,0
app_0310,app_s002544,-0.3735,0.0761,0.0,4.0004,0
app_0440,app_s002545,-1.0328,0.0799,0.0,-0.3406,0
app_0357,app_s002546,-0.5569,0.1034,0.0,-0.1778,0
app_0065,app_s002547,1.0225,0.1588,0.0,-0.1144,0
app_0258,app_s002548,-2.1266,0.0183,0.0,-0.1324,0
app_0352,app_s002549,-0.1715,0.031,0.0,-0.3474,0
app_0223,app_s002550,-0.7895,0.0118,0.0,-0.2981,0
app_0319,app_s002551,0.0253,0.376,0.0,-0.4008,0
app_0246,app_s002552,0.3142,0.1201,0.0,-0.2694,0
app_0091,app_s002553,1.1918,0.0047,0.0,-0.1844,0
app_0160,app_s002554,0.9774,0.0266,0.0,-0.4533,0
app_0024,app_s002555,0.2963,0.0852,0.0,-0.3363,0
app_0423,app_s002556,1.1753,0.0075,1.0,-0.2462,0
app_0082,app_s002557,0.3979,0.0495,0.0,0.2307,0
app_0020,app_s002558,-0.268,0.0005,0.0,-0.2152,0
app_0340,app_s002559,-0.6327,0.0124,0.0,-0.471,0
app_0232,app_s002560,-0.0862,0.0087,0.0,-0.4465,0
app_0223,app_s002561,-1.2019,0.0401,0.0,0.0325,0
app_0232,app_s002562,2.2462,0.0548,1.0,-0.1239,0
app_0335,app_s002563,-1.9761,0.0146,0.0,-0.458,0
app_0426,app_s002564,-0.3245,0.0442,0.0,0.3807,0
app_0176,app_s002565,-0.784,0.0095,0.0,-0.2373,0
app_0421,app_s002566,0.0717,0.4331,1.0,3.1748,0
app_0236,app_s002567,0.8581,0.136,0.0,0.5028,0
app_0277,app_s002568,0.4917,0.0337,0.0,-0.4656,0
app_0183,app_s002569,-0.2183,0.1105,0.0,-0.4193,0
app_0240,app_s002570,0.6345,0.572,0.0,0.7723,0
app_0197,app_s002571,-12.4886,0.7472,1.0,4.738,1
app_0173,app_s002572,-0.2045,0.0304,0.0,-0.442,0
app_0336,app_s002573,-0.1472,0.3042,0.0,0.2182,0
app_0015,app_s002574,0.0698,0.0383,0.0,-0.4398,0
app_0268,app_s002575,-1.0348,0.4429,0.0,-0.3658,0
app_0213,app_s002576,0.6904,0.043,0.0,-0.4197,0
app_0083,app_s002577,-0.7253,0.0517,0.0,0.3779,0
app_0302,app_s002578,1.4415,0.1768,0.0,0.6209,0
app_0423,app_s002579,-0.1155,0.8763,0.0,-0.1336,0
app_0009,app_s002580,0.9749,0.0405,0.0,-0.2381,0
app_0181,app_s002581,21.7971,0.8354,0.0,7.5815,1
app_0444,app_s002582,-0.7746,0.0178,1.0,0.1964,0
app_0276,app_s002583,1.1597,0.0034,0.0,-0.297,0
app_0044,app_s002584,0.5175,0.2365,0.0,1.9857,0
app_0280,app_s002585,-1.4557,0.5194,0.0,-0.4739,0
app_0436,app_s002586,-0.3202,0.0088,0.0,-0.4125,0
app_0019,app_s002587,-0.1045,0.0846,0.0,-0.0796,0
app_0433,app_s002588,-0.2748,0.6519,0.0,-0.3749,0
app_0096,app_s002589,1.498,0.0916,0.0,-0.3349,0
app_0344,app_s002590,0.6862,0.6916,0.0,-0.3731,0
app_0069,app_s002591,-0.1867,0.4428,0.0,0.0734,0
app_0396,app_s002592,12.1001,0.0072,0.0,3.3222,1
app_0439,app_s002593,1.7383,0.6521,0.0,-0.3825,0
app_0147,app_s002594,-2.2317,0.0736,0.0,-0.2636,0
app_0151,app_s002595,-1.8758,0.3981,1.0,-0.3523,0
app_0362,app_s002596,1.0292,0.0581,0.0,-0.1261,0
app_0177,app_s002597,-0.3645,0.032,0.0,0.1732,0
app_0364,app_s002598,2.1093,0.0095,0.0,-0.4101,0
app_0430,app_s002599,1.1661,0.0377,0.0,-0.2293,0
app_0133,app_s002600,-9.2145,0.5305,1.0,4.0826,1
app_0229,app_s002601,-1.1854,0.5475,0.0,-0.2887,0
app_0150,app_s002602,-12.701,0.0578,1.0,8.823,1
app_0065,app_s002603,-0.8273,0.0339,0.0,-0.4426,0
app_0146,app_s002604,0.7366,0.3732,0.0,0.7893,0
app_0313,app_s002605,-0.4677,0.2035,0.0,-0.2842,0
app_0060,app_s002606,1.0306,0.1369,0.0,1.054,0
app_0184,app_s002607,-0.3484,0.6531,0.0,-0.4446,0
app_0374,app_s002608,-0.1715,0.0836,0.0,-0.4634,0
app_0354,app_s002609,1.2024,0.113,0.0,-0.3421,0
app_0179,app_s002610,0.2436,0.2113,0.0,-0.4182,0
app_0449,app_s002611,-0.0542,0.4708,0.0,1.5072,0
app_0255,app_s002612,0.3423,0.065,0.0,-0.4135,0
app_0424,app_s002613,0.0914,0.2053,0.0,-0.4336,0
app_0067,app_s002614,-0.417,0.537,0.0,3.2374,0
app_0226,app_s002615,-0.5677,0.4671,0.0,0.0498,0
app_0279,app_s002616,0.8724,0.1857,0.0,-0.2982,0
app_0330,app_s002617,0.9149,0.4673,1.0,-0.1842,0
app_0164,app_s002618,0.2414,0.118,0.0,-0.2972,0
app_0204,app_s002619,-0.9721,0.5904,0.0,0.7132,0
app_0376,app_s002620,0.8524,0.0091,0.0,-0.3658,0
app_0300,app_s002621,1.5049,0.1217,0.0,-0.1942,0
app_0293,app_s002622,-5.248,0.5422,1.0,3.1873,1
app_0036,app_s002623,0.8589,0.0122,0.0,-0.2668,0
app_0038,app_s002624,-0.077,0.5768,0.0,-0.3918,0
app_0398,app_s002625,-0.2918,0.3956,0.0,-0.3831,0
app_0125,app_s002626,-0.1272,0.0087,0.0,-0.4214,0
app_0050,app_s002627,0.2727,0.0059,0.0,1.8678,0
app_0107,app_s002628,0.3725,0.614,0.0,0.024,0
app_0008,app_s002629,0.2137,0.7611,1.0,-0.3916,0
app_0033,app_s002630,0.3997,0.122,0.0,0.777,0
app_0238,app_s002631,-0.5575,0.0448,0.0,-0.3863,0
app_0395,app_s002632,-0.8018,0.0165,0.0,8.3599,0
app_0250,app_s002633,-1.0814,0.0392,0.0,-0.4669,0
app_0223,app_s002634,2.7877,0.8722,0.0,-0.2989,0
app_0421,app_s002635,-0.7484,0.1696,0.0,-0.2838,0
app_0324,app_s002636,0.9781,0.6366,0.0,0.2871,0
app_0186,app_s002637,-0.0138,0.1163,0.0,-0.3367,0
app_0127,app_s002638,-1.0783,0.0641,0.0,-0.379,0
app_0375,app_s002639,1.1114,0.1032,0.0,-0.1549,0
app_0178,app_s002640,0.2981,0.1274,0.0,-0.4678,0
app_0033,app_s002641,-0.053,0.0173,0.0,0.0633,0
app_0277,app_s002642,-0.4327,0.068,0.0,-0.366,0
app_0161,app_s002643,1.6592,0.0195,0.0,-0.2873,0
app_0231,app_s002644,-3.5304,0.0033,0.0,0.3311,0
app_0239,app_s002645,-0.8146,0.2653,0.0,-0.464,0
app_0399,app_s002646,1.0212,0.1466,1.0,-0.3481,0
app_0385,app_s002647,0.4056,0.0539,0.0,-0.3091,0
app_0044,app_s002648,-0.3157,0.1364,0.0,-0.2593,0
app_0253,app_s002649,-1.0531,0.2521,0.0,0.4117,0
app_0407,app_s002650,0.8228,0.4231,0.0,-0.3138,0
app_0345,app_s002651,-0.6262,0.2807,0.0,-0.4292,0
app_0216,app_s002652,0.1344,0.524,0.0,-0.3908,0
app_0351,app_s002653,-4.7489,0.5024,1.0,7.6688,1
app_0324,app_s002654,0.1718,0.1737,1.0,2.1639,0
app_0132,app_s002655,0.3629,0.0738,0.0,-0.4572,0
app_0108,app_s002656,0.1957,0.0019,0.0,-0.2091,0
app_0028,app_s002657,1.3482,0.0202,0.0,-0.1801,0
app_0189,app_s002658,-0.7841,0.8301,1.0,-0.4328,0
app_0348,app_s002659,-0.2815,0.0808,0.0,8.3224,0
app_0186,app_s002660,1.2549,0.0145,0.0,-0.4442,0
app_0421,app_s002661,-0.3677,0.4625,0.0,-0.0994,0
app_0282,app_s002662,0.9278,0.4416,0.0,-0.4688,0
app_0055,app_s002663,0.7884,0.1099,1.0,-0.3651,0
app_0057,app_s002664,-2.2389,0.0328,0.0,-0.341,0
app_0250,app_s002665,-0.1364,0.0105,0.0,-0.3734,0
app_0086,app_s002666,-0.2474,0.0079,0.0,-0.4792,0
app_0199,app_s002667,-0.4123,0.7558,0.0,1.2618,0
app_0136,app_s002668,2.9856,0.005,0.0,0.5591,0
app_0362,app_s002669,17.8964,0.5907,0.0,2.265,1
app_0275,app_s002670,-0.0474,0.0867,0.0,1.5632,0
app_0258,app_s002671,-0.0507,0.3519,0.0,-0.4211,0
app_0394,app_s002672,-0.8601,0.0022,0.0,-0.4507,0
app_0390,app_s002673,0.356,0.032,0.0,-0.3793,0
app_0234,app_s002674,1.1594,0.0113,0.0,0.3581,0
app_0066,app_s002675,1.1689,0.0228,0.0,0.4881,0
app_0239,app_s002676,-0.2706,0.0217,0.0,-0.4145,0
app_0228,app_s002677,0.1166,0.0692,0.0,-0.2804,0
app_0057,app_s002678,0.0692,0.1379,0.0,-0.1622,0
app_0172,app_s002679,-0.5866,0.3817,1.0,-0.09,0
app_0076,app_s002680,-1.5707,0.1202,0.0,-0.3453,0
app_0272,app_s002681,1.0429,0.0291,0.0,-0.4039,0
app_0406,app_s002682,-1.1702,0.0021,0.0,-0.41,0
app_0035,app_s002683,0.1498,0.0003,0.0,-0.3655,0
app_0173,app_s002684,0.7697,0.0747,0.0,0.8715,0
app_0253,app_s002685,0.181,0.0298,0.0,0.1286,0
app_0191,app_s002686,0.418,0.3727,0.0,-0.2313,0
app_0130,app_s002687,-0.7166,0.0215,0.0,0.1013,0
app_0355,app_s002688,1.1008,0.1714,0.0,-0.296,0
app_0357,app_s002689,2.0087,0.1007,0.0,-0.3053,0
app_0355,app_s002690,1.6552,0.0212,0.0,-0.061,0
app_0315,app_s002691,0.1221,0.0633,0.0,-0.4004,0
app_0445,app_s002692,-1.0211,0.316,0.0,-0.3707,0
app_0356,app_s002693,-0.1318,0.0497,0.0,-0.4056,0
app_0026,app_s002694,-1.1341,0.3483,0.0,0.0489,0
app_0394,app_s002695,-0.5507,0.1233,0.0,0.2501,0
app_0035,app_s002696,2.1081,0.6035,0.0,-0.3204,0
app_0133,app_s002697,1.1775,0.0056,0.0,-0.0856,0
app_0156,app_s002698,0.0795,0.2704,1.0,-0.1273,0
app_0263,app_s002699,-0.9246,0.0007,0.0,-0.0258,0
app_0287,app_s002700,-0.8689,0.0379,0.0,0.7546,0
app_0340,app_s002701,1.2083,0.0413,0.0,-0.3054,0
app_0035,app_s002702,0.3377,0.2096,0.0,-0.3584,0
app_0017,app_s002703,-0.0707,0.0327,0.0,-0.2415,0
app_0084,app_s002704,0.361,0.4662,0.0,-0.181,0
app_0152,app_s002705,-1.31,0.0245,0.0,-0.1479,0
app_0428,app_s002706,0.5878,0.6145,0.0,0.8428,0
app_0387,app_s002707,-0.691,0.1095,0.0,-0.4316,0
app_0407,app_s002708,-0.3408,0.1452,1.0,-0.2156,0
app_0072,app_s002709,-0.2787,0.0646,0.0,-0.2051,0
app_0031,app_s002710,-0.3902,0.7179,0.0,-0.1828,0
app_0123,app_s002711,-0.6825,0.0062,0.0,-0.43,0
app_0127,app_s002712,-0.6897,0.0416,0.0,-0.4638,0
app_0110,app_s002713,-1.3262,0.4342,0.0,-0.2575,0
app_0201,app_s002714,0.8029,0.3433,0.0,-0.2469,0
app_0220,app_s002715,1.6402,0.0806,0.0,-0.3205,0
app_0012,app_s002716,-0.4523,0.004,0.0,-0.4711,0
app_0269,app_s002717,0.5239,0.0187,0.0,0.4459,0
app_0287,app_s002718,2.2146,0.3827,0.0,-0.4273,0
app_0283,app_s002719,-0.6223,0.5634,0.0,-0.323,0
app_0432,app_s002720,-0.3184,0.203,0.0,-0.2508,0
app_0291,app_s002721,0.1949,0.1421,0.0,-0.4323,0
app_0036,app_s002722,0.6062,0.504,0.0,2.7211,0
app_0315,app_s002723,0.3793,0.0342,0.0,-0.3464,0
app_0153,app_s002724,0.4303,0.0012,1.0,-0.1702,0
app_0025,app_s002725,24.5283,0.0553,1.0,2.9628,1
app_0369,app_s002726,-9.4918,0.537,1.0,4.0431,1
app_0370,app_s002727,-1.4727,0.1939,0.0,-0.2439,0
app_0361,app_s002728,0.3826,0.2695,0.0,0.6176,0
app_0326,app_s002729,-0.4133,0.0073,0.0,-0.117,0
app_0027,app_s002730,-0.2225,0.1836,1.0,-0.3651,0
app_0301,app_s002731,-5.7117,0.6234,1.0,7.2109,1
app_0235,app_s002732,-0.8405,0.3365,0.0,0.1012,0
app_0301,app_s002733,0.7664,0.125,1.0,0.8265,0
app_0353,app_s002734,-5.3078,0.5323,0.0,6.3739,1
app_0079,app_s002735,1.625,0.3397,1.0,3.1815,0
app_0212,app_s002736,0.089,0.0199,0.0,5.5936,0
app_0372,app_s002737,-0.4147,0.1695,0.0,0.1203,0
app_0204,app_s002738,1.0627,0.7342,0.0,-0.3043,0
app_0377,app_s002739,-0.3629,0.0196,0.0,-0.3232,0
app_0191,app_s002740,1.7033,0.0264,0.0,-0.1354,0
app_0133,app_s002741,-2.4526,0.0028,0.0,-0.3292,0
app_0043,app_s002742,-2.8883,0.0607,0.0,-0.2958,0
app_0157,app_s002743,-0.7087,0.0307,0.0,0.1438,0
app_0399,app_s002744,-1.8703,0.073,1.0,-0.2754,0
app_0103,app_s002745,0.7802,0.1591,0.0,-0.2182,0
app_0208,app_s002746,-0.1986,0.102,0.0,-0.2123,0
app_0120,app_s002747,-0.5065,0.0194,0.0,-0.4042,0
app_0125,app_s002748,2.1215,0.0,0.0,-0.3601,0
app_0074,app_s002749,-1.9081,0.5226,0.0,-0.1933,0
app_0037,app_s002750,-0.1482,0.2195,1.0,-0.009,0
app_0364,app_s002751,0.2298,0.0096,0.0,-0.3929,0
app_0154,app_s002752,-0.3498,0.0019,0.0,-0.4347,0
app_0125,app_s002753,-0.1616,0.0175,0.0,-0.4358,0
app_0316,app_s002754,-1.544,0.4479,0.0,-0.3025,0
app_0009,app_s002755,0.0451,0.051,0.0,-0.4578,0
app_0321,app_s002756,0.508,0.0244,1.0,-0.3915,0
app_0394,app_s002757,0.0214,0.0567,0.0,-0.2715,0
app_0251,app_s002758,-0.0447,0.4098,0.0,-0.3354,0
app_0263,app_s002759,0.381,0.0594,0.0,-0.4099,0
app_0399,app_s002760,0.1065,0.4405,0.0,-0.208,0
app_0155,app_s002761,-0.8942,0.6114,0.0,-0.4115,0
app_0171,app_s002762,1.9629,0.2141,0.0,-0.2873,0
app_0182,app_s002763,-0.9265,0.0007,0.0,-0.2182,0
app_0278,app_s002764,-1.2648,0.1749,0.0,-0.3271,0
app_0180,app_s002765,-11.9926,0.9014,1.0,2.5898,1
app_0423,app_s002766,-0.1223,0.5759,0.0,-0.2517,0
app_0250,app_s002767,-0.0378,0.106,0.0,-0.0698,0
app_0160,app_s002768,-0.6482,0.3453,0.0,0.0982,0
app_0037,app_s002769,-0.3324,0.5833,0.0,-0.4525,0
app_0287,app_s002770,-0.1734,0.8009,1.0,0.8882,0
app_0205,app_s002771,0.834,0.1419,0.0,-0.3715,0
app_0228,app_s002772,-0.1317,0.599,0.0,0.3087,0
app_0202,app_s002773,-1.2134,0.051,0.0,-0.3141,0
